Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-06-30,Israel,Shekel,Israel-Shekel,3.498,2022-06-30,80,2022,3,2022,2,06,30
2022-06-30,Jamaica,Dollar,Jamaica-Dollar,150.0,2022-06-30,81,2022,3,2022,2,06,30
2022-06-30,Japan,Yen,Japan-Yen,136.27,2022-06-30,82,2022,3,2022,2,06,30
2022-06-30,Jordan,Dinar,Jordan-Dinar,0.708,2022-06-30,83,2022,3,2022,2,06,30
2022-06-30,Kazakhstan,Tenge,Kazakhstan-Tenge,470.09,2022-06-30,84,2022,3,2022,2,06,30
2022-06-30,Kenya,Shilling,Kenya-Shilling,117.8,2022-06-30,85,2022,3,2022,2,06,30
2022-06-30,Korea,Won,Korea-Won,1301.5,2022-06-30,86,2022,3,2022,2,06,30
2022-06-30,Kuwait,Dinar,Kuwait-Dinar,0.307,2022-06-30,87,2022,3,2022,2,06,30
2022-06-30,Kyrgyzstan,Som,Kyrgyzstan-Som,79.5,2022-06-30,88,2022,3,2022,2,06,30
2022-06-30,Laos,Kip,Laos-Kip,14985.0,2022-06-30,89,2022,3,2022,2,06,30
2022-06-30,Lebanon,Pound,Lebanon-Pound,1500.0,2022-06-30,90,2022,3,2022,2,06,30
2022-06-30,Lesotho,Maloti,Lesotho-Maloti,16.365,2022-06-30,91,2022,3,2022,2,06,30
2022-06-30,Liberia,Dollar,Liberia-Dollar,151.0,2022-06-30,92,2022,3,2022,2,06,30
2022-06-30,Libya,Dinar,Libya-Dinar,4.814,2022-06-30,93,2022,3,2022,2,06,30
2022-06-30,Madagascar,Ariary,Madagascar-Ariary,3985.0,2022-06-30,94,2022,3,2022,2,06,30
2022-06-30,Malawi,Kwacha,Malawi-Kwacha,1035.49,2022-06-30,95,2022,3,2022,2,06,30
2022-06-30,Malaysia,Ringgit,Malaysia-Ringgit,4.406,2022-06-30,96,2022,3,2022,2,06,30
2022-06-30,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2022-06-30,97,2022,3,2022,2,06,30
2022-06-30,Mali,CFA Franc,Mali-CFA Franc,621.25,2022-06-30,98,2022,3,2022,2,06,30
2022-06-30,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2022-06-30,99,2022,3,2022,2,06,30
2022-06-30,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2022-06-30,100,2022,3,2022,2,06,30
2022-06-30,Mauritius,Rupee,Mauritius-Rupee,45.15,2022-06-30,101,2022,3,2022,2,06,30
2022-06-30,Mexico,Peso,Mexico-Peso,20.207,2022-06-30,102,2022,3,2022,2,06,30
2022-06-30,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2022-06-30,103,2022,3,2022,2,06,30
2022-06-30,Moldova,LEU,Moldova-LEU,19.05,2022-06-30,104,2022,3,2022,2,06,30
2022-06-30,Mongolia,Tugrik,Mongolia-Tugrik,3134.28,2022-06-30,105,2022,3,2022,2,06,30
2022-06-30,Morocco,Dirham,Morocco-Dirham,10.107,2022-06-30,106,2022,3,2022,2,06,30
2022-06-30,Mozambique,Metical,Mozambique-Metical,63.2,2022-06-30,107,2022,3,2022,2,06,30
2022-06-30,Nambia,Dollar,Nambia-Dollar,16.365,2022-06-30,108,2022,3,2022,2,06,30
2022-06-30,Nepal,Rupee,Nepal-Rupee,126.1,2022-06-30,109,2022,3,2022,2,06,30
2022-06-30,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022-06-30,110,2022,3,2022,2,06,30
2022-06-30,New Zealand,Dollar,New Zealand-Dollar,1.608,2022-06-30,111,2022,3,2022,2,06,30
2022-06-30,Nicaragua,Cordoba,Nicaragua-Cordoba,35.85,2022-06-30,112,2022,3,2022,2,06,30
2022-06-30,Niger,CFA Franc,Niger-CFA Franc,621.25,2022-06-30,113,2022,3,2022,2,06,30
2022-06-30,Nigeria,Naira,Nigeria-Naira,416.0,2022-06-30,114,2022,3,2022,2,06,30
2022-06-30,Norway,Krone,Norway-Krone,9.941,2022-06-30,115,2022,3,2022,2,06,30
2022-06-30,Oman,Rial,Oman-Rial,0.385,2022-06-30,116,2022,3,2022,2,06,30
2022-06-30,Pakistan,Rupee,Pakistan-Rupee,203.85,2022-06-30,117,2022,3,2022,2,06,30
2022-06-30,Pakistan,Rupee,Pakistan-Rupee,238.75,2022-07-29,118,2022,3,2022,2,06,30
2022-06-30,Panama,Dolares,Panama-Dolares,1.0,2022-06-30,119,2022,3,2022,2,06,30
2022-06-30,Papua New Guinea,Kina,Papua New Guinea-Kina,3.521,2022-06-30,120,2022,3,2022,2,06,30
2022-06-30,Paraguay,Guarani,Paraguay-Guarani,6846.76,2022-06-30,121,2022,3,2022,2,06,30
2022-06-30,Peru,Sol,Peru-Sol,3.775,2022-06-30,122,2022,3,2022,2,06,30
2022-06-30,Philippines,Peso,Philippines-Peso,55.015,2022-06-30,123,2022,3,2022,2,06,30
2022-06-30,Poland,Zloty,Poland-Zloty,4.508,2022-06-30,124,2022,3,2022,2,06,30
2022-06-30,Qatar,Riyal,Qatar-Riyal,3.663,2022-06-30,125,2022,3,2022,2,06,30
2022-06-30,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,59.18,2022-06-30,126,2022,3,2022,2,06,30
2022-06-30,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2022-06-30,127,2022,3,2022,2,06,30
2022-06-30,Romania,New Leu,Romania-New Leu,4.756,2022-06-30,128,2022,3,2022,2,06,30
2022-06-30,Russia,Ruble,Russia-Ruble,52.5,2022-06-30,129,2022,3,2022,2,06,30
2022-06-30,Russia,Ruble,Russia-Ruble,62.256,2022-07-29,130,2022,3,2022,2,06,30
2022-06-30,Rwanda,Franc,Rwanda-Franc,1020.0,2022-06-30,131,2022,3,2022,2,06,30
2022-06-30,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,23.199,2022-06-30,132,2022,3,2022,2,06,30
2022-06-30,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022-06-30,133,2022,3,2022,2,06,30
2022-06-30,Senegal,CFA Franc,Senegal-CFA Franc,621.25,2022-06-30,134,2022,3,2022,2,06,30
2022-06-30,Serbia,Dinar,Serbia-Dinar,112.72,2022-06-30,135,2022,3,2022,2,06,30
2022-06-30,Seychelles,Rupee,Seychelles-Rupee,12.868,2022-06-30,136,2022,3,2022,2,06,30
2022-06-30,Sierra Leone,Leone,Sierra Leone-Leone,13175.0,2022-06-30,137,2022,3,2022,2,06,30
2022-06-30,Sierra Leone,Leone,Sierra Leone-Leone,13.62,2022-07-15,138,2022,3,2022,2,06,30
2022-06-30,Singapore,Dollar,Singapore-Dollar,1.394,2022-06-30,139,2022,3,2022,2,06,30
2022-06-30,Solomon Islands,Dollar,Solomon Islands-Dollar,7.943,2022-06-30,140,2022,3,2022,2,06,30
2022-06-30,Somali,Shilling,Somali-Shilling,575.0,2022-06-30,141,2022,3,2022,2,06,30
2022-06-30,South,Sudanese-Pound,South-Sudanese-Pound,499.0,2022-06-30,143,2022,3,2022,2,06,30
2022-06-30,South,Sudanese-Pound,South-Sudanese-Pound,612.0,2022-07-29,144,2022,3,2022,2,06,30
2022-06-30,South Africa,Rand,South Africa-Rand,16.365,2022-06-30,142,2022,3,2022,2,06,30
2022-06-30,Sri Lanka,Rupee,Sri Lanka-Rupee,356.0,2022-06-30,145,2022,3,2022,2,06,30
2022-06-30,St. Lucia,E. Caribbean Dollar,St. Lucia-E. Caribbean Dollar,2.7,2022-06-30,146,2022,3,2022,2,06,30
2022-06-30,Sudan,Pound,Sudan-Pound,567.0,2022-06-30,147,2022,3,2022,2,06,30
2022-06-30,Suriname,Dollar,Suriname-Dollar,22.107,2022-06-30,148,2022,3,2022,2,06,30
2022-06-30,Suriname,Dollar,Suriname-Dollar,24.751,2022-08-31,149,2022,3,2022,2,06,30
2022-06-30,Swaziland,Langeni,Swaziland-Langeni,16.365,2022-06-30,150,2022,3,2022,2,06,30
2022-06-30,Sweden,Krona,Sweden-Krona,10.317,2022-06-30,151,2022,3,2022,2,06,30
2022-06-30,Switzerland,Franc,Switzerland-Franc,0.957,2022-06-30,152,2022,3,2022,2,06,30
2022-06-30,Syria,Pound,Syria-Pound,2511.0,2022-06-30,153,2022,3,2022,2,06,30
2022-06-30,Taiwan,Dollar,Taiwan-Dollar,29.784,2022-06-30,154,2022,3,2022,2,06,30
2022-06-30,Tajikistan,Somoni,Tajikistan-Somoni,9.7,2022-06-30,155,2022,3,2022,2,06,30
2022-06-30,Tanzania,Shilling,Tanzania-Shilling,2327.0,2022-06-30,156,2022,3,2022,2,06,30
2022-06-30,Thailand,Baht,Thailand-Baht,35.35,2022-06-30,157,2022,3,2022,2,06,30
2022-06-30,Timor,Leste-Dili,Timor-Leste-Dili,1.0,2022-06-30,158,2022,3,2022,2,06,30
2022-06-30,Togo,CFA Franc,Togo-CFA Franc,621.25,2022-06-30,159,2022,3,2022,2,06,30
2022-06-30,Tonga,Pa'anga,Tonga-Pa'anga,2.232,2022-06-30,160,2022,3,2022,2,06,30
2022-06-30,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.756,2022-06-30,161,2022,3,2022,2,06,30
2022-06-30,Tunisia,Dinar,Tunisia-Dinar,3.073,2022-06-30,162,2022,3,2022,2,06,30
2022-06-30,Turkey,New Lira,Turkey-New Lira,16.669,2022-06-30,163,2022,3,2022,2,06,30
2022-06-30,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2022-06-30,164,2022,3,2022,2,06,30
2022-06-30,Uganda,Shilling,Uganda-Shilling,3745.0,2022-06-30,165,2022,3,2022,2,06,30
2022-06-30,Ukraine,Hryvnia,Ukraine-Hryvnia,29.5,2022-06-30,166,2022,3,2022,2,06,30
2022-06-30,Ukraine,Hryvnia,Ukraine-Hryvnia,36.92,2022-07-29,167,2022,3,2022,2,06,30
2022-06-30,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2022-06-30,168,2022,3,2022,2,06,30
2022-06-30,United Kingdom,Pound,United Kingdom-Pound,0.826,2022-06-30,169,2022,3,2022,2,06,30
2022-06-30,Uruguay,Peso,Uruguay-Peso,39.07,2022-06-30,170,2022,3,2022,2,06,30
2022-06-30,Uzbekistan,Som,Uzbekistan-Som,10844.21,2022-06-30,171,2022,3,2022,2,06,30
2022-06-30,Vanuatu,Vatu,Vanuatu-Vatu,116.08,2022-06-30,172,2022,3,2022,2,06,30
2022-06-30,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,5.521,2022-06-30,173,2022,3,2022,2,06,30
2022-06-30,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,7.836,2022-08-31,174,2022,3,2022,2,06,30
2022-06-30,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832.0,2022-06-30,175,2022,3,2022,2,06,30
2022-06-30,Vietnam,Dong,Vietnam-Dong,23255.0,2022-06-30,176,2022,3,2022,2,06,30
2022-06-30,Western Samoa,Tala,Western Samoa-Tala,2.665,2022-06-30,177,2022,3,2022,2,06,30
2022-06-30,Yemen,Rial,Yemen-Rial,580.0,2022-06-30,178,2022,3,2022,2,06,30
2022-06-30,Zambia,New Kwacha,Zambia-New Kwacha,16.8,2022-06-30,179,2022,3,2022,2,06,30
2022-06-30,Zimbabwe,RTGS,Zimbabwe-RTGS,330.029,2022-06-30,180,2022,3,2022,2,06,30
2022-06-30,Zimbabwe,RTGS,Zimbabwe-RTGS,381.746,2022-07-15,181,2022,3,2022,2,06,30
2022-03-31,Afghanistan,Afghani,Afghanistan-Afghani,88.62,2022-03-31,1,2022,2,2022,1,03,31
2022-03-31,Albania,Lek,Albania-Lek,109.15,2022-03-31,2,2022,2,2022,1,03,31
2022-03-31,Algeria,Dinar,Algeria-Dinar,142.42,2022-03-31,3,2022,2,2022,1,03,31
2022-03-31,Angola,Kwanza,Angola-Kwanza,444.64,2022-03-31,4,2022,2,2022,1,03,31
2022-03-31,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2022-03-31,5,2022,2,2022,1,03,31
2022-03-31,Argentina,Peso,Argentina-Peso,116.0,2022-03-31,6,2022,2,2022,1,03,31
2022-03-31,Armenia,Dram,Armenia-Dram,490.0,2022-03-31,7,2022,2,2022,1,03,31
2022-03-31,Armenia,Dram,Armenia-Dram,420.0,2022-06-15,8,2022,2,2022,1,03,31
2022-03-31,Australia,Dollar,Australia-Dollar,1.336,2022-03-31,9,2022,2,2022,1,03,31
2022-03-31,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2022-03-31,10,2022,2,2022,1,03,31
2022-03-31,Bahamas,Dollar,Bahamas-Dollar,1.0,2022-03-31,11,2022,2,2022,1,03,31
2022-03-31,Bahrain,Dinar,Bahrain-Dinar,0.377,2022-03-31,12,2022,2,2022,1,03,31
2022-03-31,Bangladesh,Taka,Bangladesh-Taka,86.0,2022-03-31,13,2022,2,2022,1,03,31
2022-03-31,Barbados,Dollar,Barbados-Dollar,2.02,2022-03-31,14,2022,2,2022,1,03,31
2022-03-31,Belize,Dollar,Belize-Dollar,2.0,2022-03-31,15,2022,2,2022,1,03,31
2022-03-31,Benin,CFA Franc,Benin-CFA Franc,584.0,2022-03-31,16,2022,2,2022,1,03,31
2022-03-31,Bermuda,Dollar,Bermuda-Dollar,1.0,2022-03-31,17,2022,2,2022,1,03,31
2022-03-31,Bolivia,Boliviano,Bolivia-Boliviano,6.8,2022-03-31,18,2022,2,2022,1,03,31
2022-03-31,Bosnia,Marka,Bosnia-Marka,1.761,2022-03-31,19,2022,2,2022,1,03,31
2022-03-31,Botswana,Pula,Botswana-Pula,11.429,2022-03-31,20,2022,2,2022,1,03,31
2022-03-31,Brazil,Real,Brazil-Real,4.772,2022-03-31,21,2022,2,2022,1,03,31
2022-03-31,Brunei,Dollar,Brunei-Dollar,1.354,2022-03-31,22,2022,2,2022,1,03,31
2022-03-31,Bulgaria,Lev New,Bulgaria-Lev New,1.761,2022-03-31,23,2022,2,2022,1,03,31
2022-03-31,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,584.0,2022-03-31,24,2022,2,2022,1,03,31
2022-03-31,Burma,Kyat,Burma-Kyat,2060.0,2022-03-31,25,2022,2,2022,1,03,31
2022-03-31,Burma,Kyat,Burma-Kyat,1850.0,2022-05-13,26,2022,2,2022,1,03,31
2022-03-31,Burundi,Franc,Burundi-Franc,2003.05,2022-03-31,27,2022,2,2022,1,03,31
2022-03-31,Cambodia,Riel,Cambodia-Riel,4051.0,2022-03-31,28,2022,2,2022,1,03,31
2022-03-31,Cameroon,CFA Franc,Cameroon-CFA Franc,590.79,2022-03-31,29,2022,2,2022,1,03,31
2022-03-31,Canada,Dollar,Canada-Dollar,1.252,2022-03-31,30,2022,2,2022,1,03,31
2022-03-31,Cape Verde,Escudo,Cape Verde-Escudo,99.3,2022-03-31,31,2022,2,2022,1,03,31
2022-03-31,Cayman Island,Dollar,Cayman Island-Dollar,0.82,2022-03-31,32,2022,2,2022,1,03,31
2022-03-31,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,590.79,2022-03-31,33,2022,2,2022,1,03,31
2022-03-31,Chad,CFA Franc,Chad-CFA Franc,590.79,2022-03-31,34,2022,2,2022,1,03,31
2022-03-31,Chile,Peso,Chile-Peso,787.5,2022-03-31,35,2022,2,2022,1,03,31
2022-03-31,China,Renminbi,China-Renminbi,6.342,2022-03-31,36,2022,2,2022,1,03,31
2022-03-31,Colombia,Peso,Colombia-Peso,3748.52,2022-03-31,37,2022,2,2022,1,03,31
2022-03-31,Comoros,Franc,Comoros-Franc,442.2,2022-03-31,38,2022,2,2022,1,03,31
2022-03-31,Congo,CFA Franc,Congo-CFA Franc,590.79,2022-03-31,39,2022,2,2022,1,03,31
2022-03-31,Costa Rica,Colon,Costa Rica-Colon,653.92,2022-03-31,40,2022,2,2022,1,03,31
2022-03-31,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,584.0,2022-03-31,41,2022,2,2022,1,03,31
2022-03-31,Croatia,KUNA,Croatia-KUNA,6.6,2022-03-31,42,2022,2,2022,1,03,31
2022-03-31,Cuba,Chavito,Cuba-Chavito,1.0,2022-03-31,43,2022,2,2022,1,03,31
2022-03-31,Cuba,Peso,Cuba-Peso,1.0,2022-03-31,44,2022,2,2022,1,03,31
2022-03-31,Cuba,Peso,Cuba-Peso,24.0,2022-04-15,45,2022,2,2022,1,03,31
2022-03-31,Czech. Republic,Koruna,Czech. Republic-Koruna,21.279,2022-03-31,46,2022,2,2022,1,03,31
2022-03-31,Dem. Rep. of Congo,Franc,Dem. Rep. of Congo-Franc,1995.14,2022-03-31,47,2022,2,2022,1,03,31
2022-03-31,Denmark,Krone,Denmark-Krone,6.7,2022-03-31,48,2022,2,2022,1,03,31
2022-03-31,Djibouti,Franc,Djibouti-Franc,177.0,2022-03-31,49,2022,2,2022,1,03,31
2022-03-31,Dominican Republic,Peso,Dominican Republic-Peso,54.7,2022-03-31,50,2022,2,2022,1,03,31
2022-03-31,Ecuador,Dolares,Ecuador-Dolares,1.0,2022-03-31,51,2022,2,2022,1,03,31
2022-03-31,Egypt,Pound,Egypt-Pound,18.21,2022-03-31,52,2022,2,2022,1,03,31
2022-03-31,El Salvador,Dollar,El Salvador-Dollar,1.0,2022-03-31,53,2022,2,2022,1,03,31
2022-03-31,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,590.79,2022-03-31,54,2022,2,2022,1,03,31
2022-03-31,Ethiopia,Birr,Ethiopia-Birr,50.987,2022-03-31,55,2022,2,2022,1,03,31
2022-03-31,Euro Zone,Euro,Euro Zone-Euro,0.901,2022-03-31,56,2022,2,2022,1,03,31
2022-03-31,Fiji,Dollar,Fiji-Dollar,2.07,2022-03-31,57,2022,2,2022,1,03,31
2022-03-31,Gabon,CFA Franc,Gabon-CFA Franc,590.79,2022-03-31,58,2022,2,2022,1,03,31
2022-03-31,Gambia,Dalasi,Gambia-Dalasi,53.0,2022-03-31,59,2022,2,2022,1,03,31
2022-03-31,Georgia,Lari,Georgia-Lari,3.03,2022-03-31,60,2022,2,2022,1,03,31
2022-03-31,Ghana,Cedi,Ghana-Cedi,7.3,2022-03-31,61,2022,2,2022,1,03,31
2022-03-31,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2022-03-31,62,2022,2,2022,1,03,31
2022-03-31,Guatemala,Quetzal,Guatemala-Quetzal,7.67,2022-03-31,63,2022,2,2022,1,03,31
2022-03-31,Guinea,Franc,Guinea-Franc,8801.0,2022-03-31,65,2022,2,2022,1,03,31
2022-03-31,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,584.0,2022-03-31,64,2022,2,2022,1,03,31
2022-03-31,Guyana,Dollar,Guyana-Dollar,215.0,2022-03-31,66,2022,2,2022,1,03,31
2022-03-31,Haiti,Gourde,Haiti-Gourde,104.0,2022-03-31,67,2022,2,2022,1,03,31
2022-03-31,Honduras,Lempira,Honduras-Lempira,24.294,2022-03-31,68,2022,2,2022,1,03,31
2022-03-31,Hong Kong,Dollar,Hong Kong-Dollar,7.83,2022-03-31,69,2022,2,2022,1,03,31
2022-03-31,Hungary,Forint,Hungary-Forint,332.84,2022-03-31,70,2022,2,2022,1,03,31
2022-03-31,Hungary,Forint,Hungary-Forint,370.05,2022-05-13,71,2022,2,2022,1,03,31
2022-03-31,Iceland,Krona,Iceland-Krona,127.75,2022-03-31,72,2022,2,2022,1,03,31
2022-03-31,India,Rupee,India-Rupee,75.724,2022-03-31,73,2022,2,2022,1,03,31
2022-03-31,Indonesia,Rupiah,Indonesia-Rupiah,14343.64,2022-03-31,74,2022,2,2022,1,03,31
2022-03-31,Iran,Rial,Iran-Rial,42000.0,2022-03-31,75,2022,2,2022,1,03,31
2022-03-31,Iraq,Dinar,Iraq-Dinar,1458.5,2022-03-31,76,2022,2,2022,1,03,31
2022-03-31,Israel,Shekel,Israel-Shekel,3.172,2022-03-31,77,2022,2,2022,1,03,31
2022-03-31,Jamaica,Dollar,Jamaica-Dollar,155.0,2022-03-31,78,2022,2,2022,1,03,31
2022-03-31,Japan,Yen,Japan-Yen,121.61,2022-03-31,79,2022,2,2022,1,03,31
2022-03-31,Japan,Yen,Japan-Yen,134.46,2022-06-15,80,2022,2,2022,1,03,31
2022-03-31,Jordan,Dinar,Jordan-Dinar,0.708,2022-03-31,81,2022,2,2022,1,03,31
2022-03-31,Kazakhstan,Tenge,Kazakhstan-Tenge,469.79,2022-03-31,82,2022,2,2022,1,03,31
2022-03-31,Kenya,Shilling,Kenya-Shilling,114.9,2022-03-31,83,2022,2,2022,1,03,31
2022-03-31,Korea,Won,Korea-Won,1213.79,2022-03-31,84,2022,2,2022,1,03,31
2022-03-31,Kuwait,Dinar,Kuwait-Dinar,0.304,2022-03-31,85,2022,2,2022,1,03,31
2022-03-31,Kyrgyzstan,Som,Kyrgyzstan-Som,83.309,2022-03-31,86,2022,2,2022,1,03,31
2022-03-31,Laos,Kip,Laos-Kip,11731.0,2022-03-31,87,2022,2,2022,1,03,31
2022-03-31,Laos,Kip,Laos-Kip,13412.0,2022-05-31,88,2022,2,2022,1,03,31
2022-03-31,Lebanon,Pound,Lebanon-Pound,1500.0,2022-03-31,89,2022,2,2022,1,03,31
2022-03-31,Lesotho,Maloti,Lesotho-Maloti,14.552,2022-03-31,90,2022,2,2022,1,03,31
2022-03-31,Lesotho,Maloti,Lesotho-Maloti,16.122,2022-05-13,91,2022,2,2022,1,03,31
2022-03-31,Liberia,Dollar,Liberia-Dollar,152.0,2022-03-31,92,2022,2,2022,1,03,31
2022-03-31,Libya,Dinar,Libya-Dinar,4.661,2022-03-31,93,2022,2,2022,1,03,31
2022-03-31,Madagascar,Ariary,Madagascar-Ariary,3985.0,2022-03-31,94,2022,2,2022,1,03,31
2022-03-31,Malawi,Kwacha,Malawi-Kwacha,1027.0,2022-03-31,95,2022,2,2022,1,03,31
2022-03-31,Malaysia,Ringgit,Malaysia-Ringgit,4.203,2022-03-31,96,2022,2,2022,1,03,31
2022-03-31,Maldives,Rufiyaa,Maldives-Rufiyaa,15.42,2022-03-31,97,2022,2,2022,1,03,31
2022-03-31,Mali,CFA Franc,Mali-CFA Franc,584.0,2022-03-31,98,2022,2,2022,1,03,31
2022-03-31,Marshall Islands,U.S. Dollar,Marshall Islands-U.S. Dollar,1.0,2022-03-31,99,2022,2,2022,1,03,31
2022-03-31,Mauritania,Ouguiya,Mauritania-Ouguiya,37.0,2022-03-31,100,2022,2,2022,1,03,31
2022-03-31,Mauritius,Rupee,Mauritius-Rupee,44.45,2022-03-31,101,2022,2,2022,1,03,31
2022-03-31,Mexico,Peso,Mexico-Peso,19.888,2022-03-31,102,2022,2,2022,1,03,31
2022-03-31,Micronesia,U.S. Dollar,Micronesia-U.S. Dollar,1.0,2022-03-31,103,2022,2,2022,1,03,31
2022-03-31,Moldova,LEU,Moldova-LEU,18.28,2022-03-31,104,2022,2,2022,1,03,31
2022-03-31,Mongolia,Tugrik,Mongolia-Tugrik,2944.6,2022-03-31,105,2022,2,2022,1,03,31
2022-03-31,Morocco,Dirham,Morocco-Dirham,9.671,2022-03-31,106,2022,2,2022,1,03,31
2022-03-31,Mozambique,Metical,Mozambique-Metical,63.2,2022-03-31,107,2022,2,2022,1,03,31
2022-03-31,Nambia,Dollar,Nambia-Dollar,14.552,2022-03-31,108,2022,2,2022,1,03,31
2022-03-31,Nambia,Dollar,Nambia-Dollar,16.122,2022-05-13,109,2022,2,2022,1,03,31
2022-03-31,Nepal,Rupee,Nepal-Rupee,121.0,2022-03-31,110,2022,2,2022,1,03,31
2022-03-31,Netherlands Antilles,Guilder,Netherlands Antilles-Guilder,1.78,2022-03-31,111,2022,2,2022,1,03,31
2022-03-31,New Zealand,Dollar,New Zealand-Dollar,1.442,2022-03-31,112,2022,2,2022,1,03,31
2022-03-31,New Zealand,Dollar,New Zealand-Dollar,1.603,2022-05-13,113,2022,2,2022,1,03,31
2022-03-31,Nicaragua,Cordoba,Nicaragua-Cordoba,35.65,2022-03-31,114,2022,2,2022,1,03,31
2022-03-31,Niger,CFA Franc,Niger-CFA Franc,584.0,2022-03-31,115,2022,2,2022,1,03,31
2022-03-31,Nigeria,Naira,Nigeria-Naira,405.0,2022-03-31,116,2022,2,2022,1,03,31
2022-03-31,Norway,Krone,Norway-Krone,8.736,2022-03-31,117,2022,2,2022,1,03,31
2022-03-31,Norway,Krone,Norway-Krone,9.823,2022-05-13,118,2022,2,2022,1,03,31
2022-03-31,Oman,Rial,Oman-Rial,0.384,2022-03-31,119,2022,2,2022,1,03,31
2022-03-31,Pakistan,Rupee,Pakistan-Rupee,183.4,2022-03-31,120,2022,2,2022,1,03,31
2022-03-31,Pakistan,Rupee,Pakistan-Rupee,206.2,2022-06-15,121,2022,2,2022,1,03,31
2022-03-31,Panama,Dolares,Panama-Dolares,1.0,2022-03-31,122,2022,2,2022,1,03,31
2022-03-31,Papua New Guinea,Kina,Papua New Guinea-Kina,3.431,2022-03-31,123,2022,2,2022,1,03,31
2022-03-31,Paraguay,Guarani,Paraguay-Guarani,6954.61,2022-03-31,124,2022,2,2022,1,03,31
2022-03-31,Peru,Sol,Peru-Sol,3.724,2022-03-31,125,2022,2,2022,1,03,31
2022-03-31,Philippines,Peso,Philippines-Peso,51.81,2022-03-31,126,2022,2,2022,1,03,31
2022-03-31,Poland,Zloty,Poland-Zloty,4.19,2022-03-31,127,2022,2,2022,1,03,31
2022-03-31,Qatar,Riyal,Qatar-Riyal,3.64,2022-03-31,128,2022,2,2022,1,03,31
2022-03-31,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,55.41,2022-03-31,129,2022,2,2022,1,03,31
2022-03-31,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2022-03-31,130,2022,2,2022,1,03,31
2022-03-31,Romania,New Leu,Romania-New Leu,4.454,2022-03-31,131,2022,2,2022,1,03,31
2022-03-31,Russia,Ruble,Russia-Ruble,81.48,2022-03-31,132,2022,2,2022,1,03,31
2022-03-31,Russia,Ruble,Russia-Ruble,70.251,2022-04-29,133,2022,2,2022,1,03,31
2022-03-31,Rwanda,Franc,Rwanda-Franc,1000.0,2022-03-31,134,2022,2,2022,1,03,31
2022-03-31,Sao Tome & Principe,New Dobras,Sao Tome & Principe-New Dobras,22.102,2022-03-31,135,2022,2,2022,1,03,31
2022-03-31,Saudi Arabia,Riyal,Saudi Arabia-Riyal,3.75,2022-03-31,136,2022,2,2022,1,03,31
2022-03-31,Senegal,CFA Franc,Senegal-CFA Franc,584.0,2022-03-31,137,2022,2,2022,1,03,31
2022-03-31,Serbia,Dinar,Serbia-Dinar,105.93,2022-03-31,138,2022,2,2022,1,03,31
2022-03-31,Seychelles,Rupee,Seychelles-Rupee,13.83,2022-03-31,139,2022,2,2022,1,03,31
2022-03-31,Sierra Leone,Leone,Sierra Leone-Leone,11741.3,2022-03-31,140,2022,2,2022,1,03,31
2022-03-31,Sierra Leone,Leone,Sierra Leone-Leone,12975.0,2022-05-31,141,2022,2,2022,1,03,31
2022-03-31,Singapore,Dollar,Singapore-Dollar,1.354,2022-03-31,142,2022,2,2022,1,03,31
2022-03-31,Solomon Islands,Dollar,Solomon Islands-Dollar,7.716,2022-03-31,143,2022,2,2022,1,03,31
2022-03-31,Somali,Shilling,Somali-Shilling,575.0,2022-03-31,144,2022,2,2022,1,03,31
2022-03-31,South,Sudanese-Pound,South-Sudanese-Pound,430.0,2022-03-31,147,2022,2,2022,1,03,31
